Latitude,Longitude,Average_dist_F,Average_popularity_F,Average_rating_F,Max_rating_F,Max_popularity_F,Min_rating_F,Min_popularity_F
53.483954,-2.294834,687.8,0.8078608594068234,6.459999999999999,7.5,0.9952425968196875,5.9,0.08155987487799067
53.471862,-2.263913,822.1,0.9839700875392928,8.41,9.0,0.996487668411304,7.9,0.9519264024348066
53.486225,-2.242023,677.1,0.9882356105846457,9.259999999999996,9.5,0.9992083804077994,9.1,0.9637622681822723
53.479529,-2.254643,504.1,0.9936316893776949,9.14,9.5,0.9992083804077994,8.9,0.9749217987441685
53.474701,-2.26699,786.0,0.9766595190334556,8.22,9.0,0.9955115937684935,7.3,0.9519264024348066
53.458883,-2.258545,732.1,0.9253764035876507,6.5200000000000005,7.9,0.9995081198650404,5.9,0.4201348058994874
53.445025,-2.230505,721.8,0.9077448064374813,7.56,8.5,0.9984782458324687,6.7,0.30950788929622713
53.445101,-2.278652,585.1,0.8856747596320123,8.6,9.1,0.9960034739034531,8.2,0.0898910946638691
53.48373,-2.245889,589.9,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.467967,-2.241854,716.1,0.9825444037106207,8.51,8.9,0.9961418151914105,8.3,0.9519264024348066
53.460325,-2.250735,692.2,0.8100551059463698,6.74,7.5,0.9904083373682876,6.2,0.08652478999023926
53.479021,-2.234913,588.3,0.9858338521131632,9.219999999999997,9.5,0.9989240122047759,9.1,0.9637622681822723
53.481026,-2.251084,452.5,0.9947261226779798,9.17,9.5,0.9992083804077994,9.0,0.9749217987441685
53.465117,-2.289805,577.0,0.9913567437535067,8.31,8.9,0.9998616587120426,7.9,0.9801326539238969
53.482948,-2.236628,521.2,0.9882356105846457,9.259999999999996,9.5,0.9992083804077994,9.1,0.9637622681822723
53.468194,-2.29563,485.3,0.9919861966137127,8.4,8.9,0.9998616587120426,8.0,0.9807321328383789
53.442835,-2.268034,742.6,0.886177399644924,8.57,9.1,0.9907618762152898,8.2,0.0898910946638691
53.465974,-2.309977,863.0,0.6896789713556678,,8.8,0.9864271825259582,6.3,0.10622305226994996
53.467535,-2.30987,1020.3,0.8431632504054167,,8.8,0.9895398615049995,6.3,0.29631935317762254
53.454685,-2.273958,812.7,0.9819095709114386,7.659999999999999,8.4,0.997686626240268,7.0,0.9667519771275738
53.466148,-2.287438,671.1,0.9913567437535067,8.31,8.9,0.9998616587120426,7.9,0.9801326539238969
53.460205,-2.25837,820.3,0.927609078262741,6.290000000000001,7.5,0.9995081198650404,5.6,0.4201348058994874
53.452616,-2.286318,772.6,0.9799266791173826,8.02,8.9,0.997686626240268,7.3,0.956238039242812
53.460663,-2.273495,768.6,0.9211854311252529,6.739999999999999,7.1,0.9940436389907235,6.2,0.4201348058994874
53.490366,-2.238755,804.2,0.9879850591409006,9.110000000000003,9.4,0.9992006947806906,8.9,0.9637622681822723
53.454722,-2.25079,652.5,0.9627762022242206,,7.9,0.9995081198650404,5.9,0.7587712219378541
53.43887,-2.266752,720.6,0.8767317639282778,8.370000000000001,9.1,0.9848670002228832,7.8,0.0898910946638691
53.465556,-2.21505,625.8,0.9422332895252588,6.82,7.6,0.9907157624526374,6.3,0.7121194653877783
53.485692,-2.227907,626.6,0.9857347075234604,9.129999999999999,9.4,0.9992006947806906,9.0,0.9637622681822723
53.465536,-2.237305,583.2,0.9852758755850684,8.3,8.7,0.9988087277981447,8.0,0.9564916649374006
53.48307,-2.23721,515.3,0.9882356105846457,9.259999999999996,9.5,0.9992083804077994,9.1,0.9637622681822723
53.476358,-2.254565,579.7,0.9939706255331904,9.090000000000002,9.5,0.9992083804077994,8.9,0.9749217987441685
53.476243,-2.253097,587.0,0.9936316893776949,9.14,9.5,0.9992083804077994,8.9,0.9749217987441685
53.477701,-2.234104,612.6,0.9851505998631961,9.179999999999998,9.4,0.9989240122047759,9.1,0.9637622681822723
53.482638,-2.228394,549.5,0.9850898834090367,9.169999999999998,9.4,0.9980094225788353,9.0,0.9637622681822723
53.443742,-2.257125,710.5,0.8085825397923344,,7.9,0.999308293560213,6.2,0.03310199595736014
53.47973,-2.246586,559.4,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.472321,-2.252345,709.5,0.9937923189842677,9.01,9.5,0.9992083804077994,8.7,0.9749217987441685
53.47995,-2.247629,546.2,0.9897120195522353,9.2,9.5,0.9992083804077994,9.0,0.9637622681822723
53.474515,-2.281758,732.6,0.9839693189765819,7.51,8.6,0.9979556231890742,7.0,0.9593584038489621
53.483082,-2.246613,580.7,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.472149,-2.227538,775.7,0.9825582378394164,8.71,9.1,0.9992314372891256,8.4,0.9564916649374006
53.475792,-2.231197,742.4,0.9821877906127752,9.129999999999999,9.4,0.9989240122047759,8.9,0.9637622681822723
53.460463,-2.235286,744.4,0.9356459385303545,8.220000000000002,8.7,0.9984782458324687,7.9,0.5496529939360402
53.446282,-2.23365,571.6,0.9035407684089984,,8.5,0.9984782458324687,6.3,0.2409367242320137
53.44829,-2.220083,726.2,0.9341902807559581,8.08,8.6,0.9984782458324687,7.8,0.5496529939360402
53.48271,-2.262246,858.2,0.9916910685327368,8.93,9.5,0.9992083804077994,8.5,0.9749217987441685
53.474141,-2.24718,736.3,0.9934833567744962,9.16,9.5,0.9992083804077994,8.9,0.9749217987441685
53.483825,-2.185258,460.1,0.7669556462459555,,7.9,0.9991468953909294,5.8,0.00031511071145850144
53.48312,-2.188937,716.4,0.919310138110719,7.55,8.7,0.9998155449493902,7.0,0.3237339850745122
53.482292,-2.209009,690.1,0.9786769961495005,7.840000000000001,9.1,0.9998155449493902,6.9,0.9453859337652656
53.488601,-2.184555,715.4,0.7752522807098445,,7.9,0.9991468953909294,5.8,0.3237339850745122
53.475933,-2.217715,621.6,0.9758471482480614,8.09,9.1,0.9988010421710359,7.1,0.9374005671992807
53.477177,-2.248449,522.5,0.9944017892139909,9.17,9.5,0.9992083804077994,9.0,0.9749217987441685
53.454947,-2.252603,620.4,0.9627762022242206,,7.9,0.9995081198650404,5.9,0.7587712219378541
53.476951,-2.233809,675.4,0.9851505998631961,9.179999999999998,9.4,0.9989240122047759,9.1,0.9637622681822723
53.491967,-2.259578,883.9,0.9649796715162975,7.38,8.2,0.9823230576498889,6.7,0.9306833291062384
53.442801,-2.220353,331.7,0.90427167154704,7.45,8.4,0.9983014764089676,6.7,0.30950788929622713
53.461496,-2.265129,740.0,0.9094179674590548,,7.1,0.9989854972216458,5.6,0.4201348058994874
53.481164,-2.215266,763.0,0.9278027560658814,8.469999999999999,9.4,0.9889864963531699,7.6,0.5088423139886099
53.482122,-2.203542,425.7,0.939864579250344,7.5,8.7,0.9998155449493902,6.6,0.5609892939214375
53.46533,-2.218556,781.9,0.9805438349742147,7.5200000000000005,8.3,0.9981631351210102,6.8,0.9526181088745936
53.485642,-2.24363,666.8,0.9882356105846457,9.259999999999996,9.5,0.9992083804077994,9.1,0.9637622681822723
53.482911,-2.245129,522.7,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.453354,-2.229054,468.5,0.9394949005864133,8.13,8.5,0.9984782458324687,7.9,0.5496529939360402
53.46274,-2.230018,624.1,0.9356144274592084,8.190000000000001,8.7,0.9981631351210102,7.9,0.5496529939360402
53.462933,-2.268418,886.5,0.9228293867638131,6.63,7.3,0.9956883631919946,6.2,0.4201348058994874
53.460382,-2.2093,900.9,0.9746358934157232,6.980000000000001,8.6,0.9926371692298233,6.4,0.950235564470883
53.484228,-2.221903,739.0,0.9815083811763623,9.090000000000002,9.4,0.9962417283438242,8.9,0.9637622681822723
53.477733,-2.244558,601.4,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.491365,-2.213338,462.5,0.4830301353438934,,7.6,0.9912691276044668,7.2,0.02062822315986873
53.48161,-2.20195,397.0,0.939864579250344,7.5,8.7,0.9998155449493902,6.6,0.5609892939214375
53.47765,-2.242591,584.5,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.47576,-2.28553,776.8,0.9824460276836288,7.779999999999999,8.6,0.9979556231890742,7.1,0.9538939229746451
53.470303,-2.282595,908.8,0.9913367611230237,8.21,8.9,0.9998616587120426,7.7,0.9726622243741978
53.474127,-2.291619,490.7,0.9845019329352178,8.05,8.8,0.9979556231890742,7.2,0.9538939229746451
53.481103,-2.252965,459.1,0.9939268174586706,9.15,9.5,0.9992083804077994,8.9,0.9749217987441685
53.481004,-2.22422,659.6,0.9821193885315074,9.110000000000001,9.4,0.9962417283438242,8.9,0.9637622681822723
53.482233,-2.221606,782.1,0.9821193885315074,9.110000000000001,9.4,0.9962417283438242,8.9,0.9637622681822723
53.480668,-2.240777,474.9,0.9880880465441578,9.239999999999998,9.5,0.9992083804077994,9.1,0.9637622681822723
53.464607,-2.222521,843.3,0.9325609278089045,8.16,8.7,0.9981631351210102,7.8,0.5496529939360402
53.488043,-2.224059,770.3,0.9845472781351596,9.030000000000001,9.4,0.9962417283438242,8.7,0.9637622681822723
53.479298,-2.24188,523.9,0.9880880465441578,9.239999999999998,9.5,0.9992083804077994,9.1,0.9637622681822723
53.48582,-2.276189,654.6,0.8241428604366974,6.579999999999998,8.0,0.9985858446119911,6.2,0.18506221515144528
53.453513,-2.297114,692.3,0.867962463397201,7.019999999999999,8.4,0.997686626240268,6.2,0.39620176308285876
53.442462,-2.270956,589.5,0.886177399644924,8.57,9.1,0.9907618762152898,8.2,0.0898910946638691
53.457162,-2.295957,733.8,0.9909255800727059,7.92,8.9,0.9998616587120426,7.3,0.9726622243741978
53.469584,-2.266431,706.9,0.9804769700183688,7.12,8.8,0.9956883631919946,6.4,0.956507036191618
53.44491,-2.296265,836.6,0.9171835250897298,6.99,8.4,0.9978557100366604,5.7,0.40533228808804656
53.471522,-2.233125,680.5,0.98574316171328,8.63,9.1,0.9992314372891256,8.4,0.9564916649374006
53.467891,-2.278626,924.1,0.9894945163050579,7.7700000000000005,8.9,0.9998616587120426,7.0,0.9726622243741978
53.466784,-2.24082,730.6,0.9834735960280678,8.47,8.9,0.9961418151914105,8.2,0.9564916649374006
53.47136,-2.238042,861.7,0.9922713333794471,8.84,9.1,0.9992698654246693,8.7,0.9729696494585476
53.459011,-2.266373,763.2,0.9266368464334847,6.660000000000001,8.0,0.9904083373682876,6.1,0.4201348058994874
53.48287,-2.264279,889.5,0.9921460576575745,8.58,9.3,0.9992083804077994,8.1,0.9749217987441685
53.465522,-2.257952,757.8,0.9183448233458609,7.130000000000001,8.8,0.9896244034031957,6.4,0.4201348058994874
53.46234,-2.282012,638.3,0.9909255800727059,7.92,8.9,0.9998616587120426,7.3,0.9726622243741978
53.468393,-2.251143,843.0,0.9831700137572724,8.57,8.9,0.9961418151914105,8.3,0.9519264024348066
53.442895,-2.222745,413.4,0.9023471905190105,7.44,8.3,0.9983014764089676,6.7,0.30950788929622713
53.458974,-2.227392,498.7,0.9360309884485025,8.18,8.7,0.9984782458324687,7.9,0.5496529939360402
53.454281,-2.258059,513.7,0.90048342594514,,8.0,0.999308293560213,5.9,0.4201348058994874
53.487375,-2.226514,665.2,0.985511824337307,9.080000000000002,9.4,0.9980094225788353,8.9,0.9637622681822723
53.472523,-2.21612,689.1,0.9677595628415301,7.659999999999999,9.1,0.9907157624526374,6.6,0.9342494600846956
53.484465,-2.273317,829.1,0.975053991530439,7.1,8.0,0.9985858446119911,6.4,0.9306833291062384
53.444686,-2.218283,378.8,0.8934864310253395,7.330000000000001,8.0,0.9983014764089676,6.7,0.30950788929622713
53.462123,-2.240098,820.0,0.984985358880358,8.1,8.7,0.9988087277981447,7.8,0.9594275744929408
53.475697,-2.282625,809.9,0.9831884592623336,7.6,8.6,0.9979556231890742,7.0,0.9593584038489621
53.483117,-2.268917,701.0,0.9063175854833876,7.12,8.1,0.9992929223059955,6.3,0.18506221515144528
53.471674,-2.282048,845.1,0.9826028144766472,7.69,8.6,0.9979556231890742,7.0,0.9723394280356306
53.48494,-2.245384,642.3,0.9902161966905692,9.229999999999999,9.5,0.9992083804077994,9.1,0.9637622681822723
53.473198,-2.301648,387.9,0.9851406085479544,8.16,8.8,0.9979556231890742,7.7,0.9538939229746451
53.483608,-2.236128,541.3,0.9882356105846457,9.259999999999996,9.5,0.9992083804077994,9.1,0.9637622681822723
53.464289,-2.265552,879.8,0.9253948490927117,6.790000000000001,7.5,0.9956883631919946,6.2,0.4201348058994874
53.487739,-2.263104,833.0,0.8586782258498383,7.639999999999998,8.2,0.9941512377702458,6.6,0.20858023410420173
53.487245,-2.238321,538.7,0.9871342602199625,9.18,9.4,0.9992006947806906,9.0,0.9637622681822723
53.457702,-2.218478,588.4,0.9386248875977035,8.14,8.6,0.9984782458324687,7.9,0.5496529939360402
53.491765,-2.248336,677.8,0.9778592454251305,7.859999999999999,8.3,0.9976328268505069,7.3,0.9301453352086263
53.479168,-2.232,572.9,0.9851505998631961,9.179999999999998,9.4,0.9989240122047759,9.1,0.9637622681822723
53.446427,-2.238963,535.6,0.9765603744437528,,8.5,0.999308293560213,6.3,0.9428727337007063
53.467813,-2.258054,909.8,0.9844073997217802,8.25,8.8,0.9953425099721012,7.8,0.9519264024348066
53.467378,-2.245159,800.4,0.9825444037106207,8.51,8.9,0.9961418151914105,8.3,0.9519264024348066
53.468019,-2.221121,787.2,0.8848393319652917,,8.7,0.9959881026492357,7.4,0.16731610215735554
53.440854,-2.282754,561.9,0.8856747596320123,8.6,9.1,0.9960034739034531,8.2,0.0898910946638691
53.47601,-2.236787,725.9,0.9900678640873701,9.179999999999998,9.5,0.9992006947806906,9.0,0.9637622681822723
53.445744,-2.270833,685.6,0.8872887413248485,,8.9,0.9907618762152898,7.9,0.0898910946638691
53.459569,-2.217979,667.3,0.9351202416361162,8.1,8.6,0.9981631351210102,7.8,0.5496529939360402
53.478829,-2.237905,561.1,0.9880880465441578,9.239999999999998,9.5,0.9992083804077994,9.1,0.9637622681822723
53.487421,-2.2198,733.6,0.9530308270503332,8.4,9.4,0.9962417283438242,7.1,0.6624242005026401
53.487998,-2.280042,751.5,0.7421203108067602,,6.6,0.9985858446119911,6.3,0.18506221515144528
53.477403,-2.283194,728.2,0.9824237393650137,6.9799999999999995,8.2,0.9985858446119911,6.4,0.9626324809972869
53.484792,-2.263228,857.8,0.9885737781774303,8.48,9.3,0.9992083804077994,7.9,0.9647613997064091
53.478764,-2.23292,571.7,0.9851505998631961,9.179999999999998,9.4,0.9989240122047759,9.1,0.9637622681822723
53.484746,-2.272844,639.5,0.9032133606941658,6.6899999999999995,8.0,0.9992929223059955,6.1,0.18506221515144528
53.493549,-2.27323,615.2,0.7302490911745944,,6.6,0.9985858446119911,6.0,0.18506221515144528
53.484537,-2.271173,611.8,0.9032133606941658,6.6899999999999995,8.0,0.9992929223059955,6.1,0.18506221515144528
53.49364,-2.272615,623.4,0.7302490911745944,,6.6,0.9985858446119911,6.0,0.18506221515144528
53.489129,-2.272452,699.9,0.7059440640059025,6.56,8.0,0.9985858446119911,6.2,0.18506221515144528
53.486323,-2.273373,764.1,0.8215166816536396,6.76,8.0,0.9985858446119911,6.3,0.18506221515144528
53.487961,-2.273358,808.4,0.8276959258490697,6.489999999999999,8.0,0.9985858446119911,5.9,0.18506221515144528
53.469023,-2.236341,690.5,0.9856716853811687,8.6,9.1,0.9961418151914105,8.3,0.9564916649374006
53.48802,-2.279305,744.7777777777778,0.6696478360262916,,6.6,0.9985858446119911,6.3,0.18506221515144528
53.481653,-2.24755,572.5,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.483393,-2.211968,826.2,0.9538647175916319,8.18,9.1,0.9998155449493902,7.2,0.6624242005026401
53.460218,-2.227839,603.5,0.9394979748372568,8.24,8.7,0.9984782458324687,8.0,0.5496529939360402
53.462158,-2.22924,594.0,0.9356144274592084,8.190000000000001,8.7,0.9981631351210102,7.9,0.5496529939360402
53.469117,-2.240329,712.9,0.9818734484640272,8.570000000000002,8.9,0.9989316978318846,8.4,0.9519264024348066
53.466037,-2.23372,559.0,0.9843635916472605,8.25,8.7,0.9988087277981447,7.9,0.9564916649374006
53.47257,-2.239108,792.4,0.9928677380430857,8.95,9.4,0.9992698654246693,8.7,0.9729696494585476
53.48231,-2.216627,753.8,0.8975590448302629,8.66,9.4,0.9916072951972517,8.2,0.15667150861174517
53.444285,-2.211219,621.4,0.9042609116690876,7.2700000000000005,8.0,0.9983014764089676,6.6,0.30950788929622713
53.468472,-2.296674,483.6,0.9919861966137127,8.4,8.9,0.9998616587120426,8.0,0.9807321328383789
53.465177,-2.232046,622.2,0.9861089975636561,8.24,8.7,0.9988087277981447,7.9,0.9564916649374006
53.477389,-2.243707,613.8,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.467239,-2.235462,608.1,0.9837087762175954,8.370000000000001,8.7,0.9971255754613297,8.2,0.9564916649374006
53.476743,-2.242947,657.9,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.471738,-2.242076,800.4,0.9933457840492496,8.879999999999999,9.1,0.9992698654246693,8.7,0.9729696494585476
53.472231,-2.296491,298.6,0.9850952633480128,8.280000000000003,8.9,0.9979556231890742,7.8,0.9538939229746451
53.443321,-2.218573,304.0,0.90427167154704,7.45,8.4,0.9983014764089676,6.7,0.30950788929622713
53.474106,-2.237044,808.6,0.9873817374128644,9.060000000000002,9.4,0.9989240122047759,8.9,0.9637622681822723
53.470612,-2.237661,745.8,0.9900655583992377,8.799999999999999,9.1,0.9992698654246693,8.6,0.9564916649374006
53.45354,-2.223148,422.8,0.9386248875977035,8.14,8.6,0.9984782458324687,7.9,0.5496529939360402
53.473717,-2.233665,844.8,0.9871119719013475,9.010000000000002,9.1,0.9989240122047759,8.9,0.9766664360978534
53.448971,-2.22041,759.2,0.9329644232321135,8.1,8.6,0.9984782458324687,7.8,0.5496529939360402
53.475543,-2.242257,757.3,0.990068632650081,9.209999999999997,9.5,0.9992083804077994,9.1,0.9637622681822723
53.470811,-2.222035,774.4,0.9785647859937132,8.279999999999998,9.1,0.9959881026492357,7.6,0.9374005671992807
53.43953,-2.220505,620.9,0.9744998578158984,7.709999999999999,8.4,0.9983014764089676,7.1,0.9432800719374698
53.479567,-2.249802,413.2,0.9947261226779798,9.17,9.5,0.9992083804077994,9.0,0.9749217987441685
53.484803,-2.256625,739.8,0.9927401566330806,9.04,9.5,0.9992083804077994,8.8,0.9749217987441685
53.49712,-2.264402,609.3,0.70394656952034,,7.5,0.9989163265776672,6.4,0.20858023410420173
53.456848,-2.29009,621.8,0.9909255800727059,7.92,8.9,0.9998616587120426,7.3,0.9726622243741978
53.478827,-2.25277,449.0,0.9939268174586706,9.15,9.5,0.9992083804077994,8.9,0.9749217987441685
53.480332,-2.292672,870.0,0.9712534489251652,7.580000000000001,8.8,0.9895398615049995,6.9,0.9448709967489798
53.489039,-2.289028,320.4,0.9032110550060333,6.39,7.5,0.9991084672553857,5.7,0.19725161974591318
53.482743,-2.258155,686.1,0.9927401566330806,9.04,9.5,0.9992083804077994,8.8,0.9749217987441685
53.496304,-2.262226,678.8,0.7287611537663414,,7.5,0.9989163265776672,6.0,0.1276428950220193
53.451531,-2.280255,739.6,0.9775902484763245,8.209999999999999,8.9,0.997686626240268,7.8,0.9304143321574324
53.457802,-2.240999,1089.3,0.9813915596443092,7.7700000000000005,8.3,0.9981631351210102,7.4,0.9594275744929408
53.454298,-2.298463,756.3,0.8686810695318685,7.13,8.4,0.997686626240268,6.3,0.39620176308285876
53.449285,-2.257737,714.1,0.9776686418728335,6.67,8.0,0.999308293560213,5.9,0.946484978441816
53.486892,-2.264463,855.0,0.8614988509987471,7.460000000000001,8.1,0.9985858446119911,6.4,0.20858023410420173
53.483308,-2.229931,548.2,0.9848823714771008,9.2,9.4,0.9980094225788353,9.1,0.9637622681822723
53.453261,-2.273494,751.1,0.980370908364268,8.04,8.9,0.997686626240268,7.6,0.9584130717145866
53.459338,-2.275016,780.7,0.9835189412280094,7.25,8.0,0.997686626240268,6.8,0.9723394280356306
53.47386,-2.279515,706.4,0.9785647859937132,7.0200000000000005,8.2,0.9957959619715171,6.6,0.9446250566814999
53.459258,-2.264864,779.1,0.9258006502040533,6.620000000000002,8.0,0.9904083373682876,6.0,0.4201348058994874
53.485329,-2.229005,585.2,0.9850898834090367,9.169999999999998,9.4,0.9980094225788353,9.0,0.9637622681822723
53.47316,-2.248502,676.4,0.9943456841360969,9.040000000000001,9.5,0.9992083804077994,8.8,0.9749217987441685
53.495858,-2.257029,559.4,0.7719236356090474,,8.2,0.9989163265776672,6.0,0.1276428950220193
53.485621,-2.230827,540.3,0.9866907995357881,9.19,9.4,0.9980094225788353,9.0,0.9637622681822723
53.4629,-2.272811,759.5,0.9203661432754606,6.74,7.1,0.9940436389907235,6.4,0.4201348058994874
53.45773,-2.231539,497.8,0.9362484916956799,8.100000000000001,8.3,0.9984782458324687,7.9,0.5496529939360402
53.46157,-2.276602,773.2,0.9858745859368396,7.529999999999999,8.7,0.9998616587120426,7.0,0.9723394280356306
53.496037,-2.282612,771.6,0.8473557599932369,6.160000000000001,6.6,0.9991084672553857,5.6,0.19725161974591318
53.493217,-2.249818,805.5,0.9759616640919816,7.93,8.7,0.9976328268505069,7.4,0.9431417306495123
53.467099,-2.25018,897.0,0.9835796576821686,8.520000000000001,8.9,0.996487668411304,8.2,0.9519264024348066
53.487812,-2.245381,757.9,0.9918701436443706,9.209999999999999,9.5,0.9992083804077994,9.0,0.9637622681822723
53.456814,-2.258649,683.7,0.9287234941935087,6.69,8.0,0.9995081198650404,5.9,0.4201348058994874
53.470822,-2.235363,714.1,0.9891755627800451,8.709999999999999,9.1,0.9998924012204776,8.5,0.9564916649374006
53.488178,-2.236514,597.8,0.9871342602199625,9.18,9.4,0.9992006947806906,9.0,0.9637622681822723
53.470058,-2.251037,865.4,0.9937800219808934,8.870000000000001,9.1,0.9991238385096032,8.7,0.9749217987441685
53.44866,-2.23942,419.0,0.881489935671301,,8.5,0.999308293560213,6.3,0.2688355506367542
