Latitude,Longitude,Average_dist_F,Average_popularity_F,Average_rating_F,Max_rating_F,Max_popularity_F,Min_rating_F,Min_popularity_F
51.52916347,-0.109970527,737.0,0.9860041476271286,9.110000000000001,9.3,0.9981978710303673,9.0,0.9700423363782942
51.49960695,-0.197574246,629.0,0.9881526403237281,9.040000000000001,9.5,0.9994921272903762,8.8,0.9663288585014751
51.50597426,-0.092754157,737.4,0.9918886448126674,9.31,9.5,0.9999358332866873,9.2,0.9639328461213952
51.52395143,-0.122502346,814.0,0.9896059481177992,9.2,9.4,0.9998348048444503,9.1,0.9700423363782942
51.52168078,-0.130431727,848.1,0.9910031441689524,9.36,9.7,0.9998348048444503,9.2,0.9668490184540737
51.52635795,-0.125979294,736.9,0.9903366295000321,9.190000000000001,9.7,0.9998348048444503,9.0,0.9668490184540737
51.51477076,-0.12221963,576.1,0.9252633907056564,9.4,9.5,0.9998348048444503,9.3,0.5106441655391983
51.52505093,-0.131161087,748.3,0.9897467053123213,9.180000000000001,9.7,0.9998348048444503,9.0,0.9668490184540737
51.527326,-0.13605286,1238.6,0.9509336256786997,9.11,9.7,0.9985446443320996,8.9,0.5977388742427987
51.52728093,-0.11829517,751.6,0.9888265273384329,9.11,9.2,0.9985446443320996,9.0,0.9700423363782942
51.52351808,-0.143613641,728.1,0.9902801081823481,9.249999999999998,9.7,0.999873031822594,9.1,0.9668490184540737
51.52915444,-0.093421615,725.3,0.9819189123878619,9.129999999999999,9.3,0.9973022675424286,9.0,0.9545276442488194
51.50173726,-0.184980612,642.9,0.9969269605320102,9.120000000000001,9.6,0.9999071630530795,9.0,0.9857877556258507
51.5263778,-0.078130921,607.5,0.9860074242252553,9.24,9.4,0.9997446983959687,9.1,0.9693283110365382
51.520955,-0.083493552,678.1,0.9842042030562471,9.22,9.3,0.9997446983959687,9.1,0.9545276442488194
51.52026,-0.157183945,660.8,0.9970793223448974,9.3,9.5,0.9999972695015612,9.2,0.9797751980635305
51.52867339,-0.087459376,561.6,0.9830837430218701,9.139999999999999,9.3,0.9973022675424286,9.0,0.9545276442488194
51.52295439,-0.094934859,706.5,0.9876139129817453,9.070000000000002,9.3,0.9995904252341744,8.9,0.9724424445060323
51.5099923,-0.143495266,560.7,0.927208870843328,9.420000000000002,9.5,0.9999972695015612,9.4,0.5106441655391983
51.52058381,-0.154701411,702.9,0.9984769279708164,9.32,9.5,0.9999972695015612,9.2,0.9943860952097501
51.52644828,-0.172190727,831.1,0.9909483976752537,8.84,9.2,0.9992422866832226,8.7,0.9823500580913543
51.51795029,-0.108657431,641.7,0.9889948625671872,9.1,9.3,0.9997023756701667,9.0,0.9700423363782942
51.52059681,-0.116688468,750.1,0.9933980643496566,9.179999999999998,9.4,0.9998348048444503,9.1,0.9700423363782942
51.52341837,-0.124121774,805.0,0.9896471786442256,9.19,9.4,0.9998348048444503,9.0,0.9700423363782942
51.53301907,-0.139174593,856.5,0.9888624333929037,9.16,9.7,0.999537180514617,9.0,0.9668490184540737
51.53440868,-0.109025404,714.6,0.9835466990321748,9.149999999999999,9.3,0.9937376018305262,9.0,0.9659220142340884
51.5208417,-0.097340162,836.2,0.9892305045824591,9.2,9.3,0.9997023756701667,9.1,0.9639328461213952
51.53095071,-0.078505384,622.7,0.9830736401776463,9.169999999999998,9.3,0.9973022675424286,9.1,0.9545276442488194
51.51340693,-0.076793375,727.9,0.9893610224078355,9.23,9.4,0.9998525530843028,9.1,0.9693283110365382
51.51159481,-0.077121322,622.8,0.9904974558580797,9.209999999999999,9.4,0.9998525530843028,9.1,0.9693283110365382
51.51410514,-0.147301667,509.6,0.998353509441381,9.4,9.5,0.9999972695015612,9.3,0.9959779757995924
51.52600832,-0.096317627,741.3,0.9858644826319821,9.129999999999999,9.3,0.9995904252341744,9.0,0.9545276442488194
51.53304322,-0.172528678,504.4,0.9330165044978136,8.620000000000001,9.2,0.9992422866832226,8.2,0.4300070856434488
51.52451738,-0.158963647,727.5,0.9944140828187484,9.219999999999999,9.6,0.9998757623210329,9.0,0.9797751980635305
51.51449962,-0.141423695,707.8,0.9272309878806826,9.430000000000001,9.5,0.9999972695015612,9.4,0.5106441655391983
51.49536226,-0.185296516,735.9,0.9944146289184358,9.129999999999999,9.4,0.9997774643772347,9.0,0.9759606917444745
51.504904,-0.06797,731.1,0.9891357562866314,9.190000000000001,9.5,0.9999249112929319,8.9,0.9715796069993597
51.52326004,-0.104708922,569.4,0.9897181716036354,9.07,9.3,0.9995904252341744,9.0,0.9700423363782942
51.51227622,-0.157436972,650.1,0.9986182312650262,9.399999999999999,9.6,0.9999986347507805,9.3,0.9959779757995924
51.52096262,-0.085634242,740.6,0.9842042030562471,9.22,9.3,0.9997446983959687,9.1,0.9545276442488194
51.48894022,-0.111435796,738.7,0.9829985514705782,8.73,9.0,0.997512515922219,8.4,0.9674647458520316
51.50074359,-0.202759212,659.8,0.9906810818780913,9.090000000000002,9.5,0.9994921272903762,8.9,0.9663288585014751
51.48836528,-0.129361842,672.1,0.9868545613659044,8.74,9.1,0.9977596260309338,8.5,0.973901895921591
51.49217002,-0.101536865,547.9,0.9849407550101233,8.91,9.2,0.9978046792551747,8.7,0.9652202761353071
51.49586666,-0.191933711,671.5,0.9896500456675865,8.969999999999999,9.2,0.9995672159974442,8.8,0.9674961465840782
51.49085368,-0.196170309,729.1,0.9787115323966814,8.78,9.2,0.997782835267664,8.5,0.9497383499870984
51.49234577,-0.141334487,595.9,0.9946087673574372,9.020000000000001,9.2,0.9997337764022134,8.9,0.9805083368943583
